no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status
2,1,0,2,0,8,2017,9,8,0,0,0,92.4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,289,2017,10,17,0,0,0,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,335,2018,10,13,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,259,2018,12,7,0,0,0,73.95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,253,2018,5,4,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,3,0,68,2018,9,8,0,0,0,149.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,33,2018,3,24,0,0,0,135.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2,1,2,0,36,2018,2,26,0,0,0,160.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,2,0,122,2018,4,15,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,2018,1,11,1,0,1,79.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,20,2018,11,10,0,0,0,113.33,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,184,2018,11,24,0,0,0,69.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,106,2018,11,8,0,0,0,171.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,292,2018,7,21,0,0,0,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,31,2018,5,2,0,0,0,126.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,41,2018,12,7,0,0,0,88.4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,88,2018,7,26,0,0,0,72.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,23,2018,5,21,0,0,0,156.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,2,3,0,248,2018,10,13,0,0,0,83.38,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,253,2018,10,29,0,0,0,65.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,56,2018,5,13,0,0,0,140.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,4,0,87,2018,10,16,0,0,0,132.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,4,0,92,2017,10,7,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,4,0,95,2018,12,7,0,0,0,119.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,0,3,0,8,2017,9,1,0,0,0,134.75,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,192,2018,6,24,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,3,9,0,215,2018,7,6,0,0,0,99.45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,148,2018,10,4,0,0,0,118.8,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,3,2018,8,26,0,0,0,169.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,160,2018,8,7,0,0,0,72.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,1,0,4,2018,9,18,0,0,0,130.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,92,2018,3,26,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,38,2018,6,1,0,0,0,99.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,0,2018,2,15,1,2,20,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,48,2017,10,23,0,0,0,65.83,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,127,2018,5,6,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,1,0,73,2018,6,4,0,0,0,117.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,183,2018,10,11,0,0,0,98.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,207,2018,12,30,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,141,2018,7,17,0,0,0,105.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,5,2018,11,7,0,0,0,95.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,1,2,0,81,2017,7,27,0,0,0,76.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,0,1,0,136,2018,7,6,0,0,0,130.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,4,0,61,2018,7,23,0,0,0,121.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,17,2017,11,12,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,2,3,0,11,2018,2,13,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,52,2018,12,3,0,0,0,120.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,5,0,75,2018,10,14,0,0,0,135.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,15,2017,9,16,0,0,0,115.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,194,2018,7,15,0,0,0,86.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,282,2017,10,10,0,0,0,76.67,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,103,2018,12,31,0,0,0,125.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,2,2018,5,4,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,36,2018,10,16,0,0,0,107.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,1,2018,1,27,0,0,0,71.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,14,2017,10,15,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,44,2018,2,17,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,49,2018,3,9,0,0,0,67.22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2,1,0,41,2018,8,13,0,0,0,168.3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,13,2017,9,3,0,0,0,84.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2,1,0,79,2018,7,9,0,0,0,146.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,2,2,0,39,2018,9,9,0,0,0,168.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,5,0,124,2018,3,15,0,0,0,48.33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,151,2018,1,19,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,2,3,1,96,2018,10,21,0,0,0,135.72,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,4,2017,11,27,0,0,0,87.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,31,2018,10,7,0,0,0,157.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,9,2017,9,30,0,0,0,120.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,113,2018,3,25,0,0,0,58.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,64,2018,11,18,0,0,0,86.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,0,0,27,2018,10,16,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,1,2018,3,12,0,0,0,88.43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,3,0,105,2018,10,12,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,6,13,0,102,2018,5,15,0,0,0,132.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,8,2018,12,14,0,0,0,79.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,2,0,30,2018,5,6,0,0,0,198.9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,3,0,49,2018,10,3,0,0,0,108.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,433,2018,9,8,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,3,0,31,2018,12,8,0,0,0,67.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,19,2017,12,5,0,0,0,69.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,1,43,2018,5,9,0,0,0,149.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,187,2018,10,10,0,0,0,78.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,2,1,1,0,7,2017,8,17,0,0,0,153.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,1,0,83,2017,8,2,0,0,0,76.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,4,0,13,2018,4,19,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,5,0,124,2018,4,12,0,0,0,82.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,86,2017,9,24,0,0,0,105.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,5,0,156,2018,8,29,0,0,0,111.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,14,2018,12,5,0,0,0,70.88,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,117,2018,7,12,0,0,0,72.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,263,2017,9,21,0,0,0,59.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,192,2017,9,25,0,0,0,102.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,3,0,28,2018,12,15,0,0,0,74.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,2,0,172,2018,7,19,0,0,0,128.7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,1,0,33,2018,5,9,0,0,0,104.49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,5,0,4,2018,12,2,0,0,0,97.75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,19,2017,10,6,0,0,0,117.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,0,277,2018,9,5,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,103,2017,7,18,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,0,0,0,2018,6,5,0,0,0,109.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,66,2018,11,25,0,0,0,88.4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,89,2018,12,10,0,0,0,96.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,44,2018,9,18,0,0,0,85.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,1,19,2018,3,11,0,0,0,171.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,17,2018,11,17,0,0,0,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,0,3,0,4,2018,9,13,0,0,0,174.67,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,48,2018,2,6,0,0,0,80.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,150,2018,4,22,0,0,0,96.3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,35,2018,8,29,0,0,0,111.42,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,2,2018,4,7,0,0,0,101.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,61,2018,6,17,0,0,0,140.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,1,0,2,0,6,2018,12,30,0,0,0,158.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,4,2017,8,15,0,0,0,124.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,10,2018,11,20,0,0,0,101.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,17,2018,3,17,0,0,0,80.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,2,5,0,245,2018,12,27,0,0,0,58.36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,1,2018,1,8,0,0,0,59.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,15,2017,9,16,0,0,0,115.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,59,2018,11,19,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,41,2018,12,2,0,0,0,88.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,322,2018,12,9,0,0,0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,138,2017,8,22,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,4,2018,10,25,0,0,0,104.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,18,2018,9,20,0,0,0,139.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,5,2017,8,15,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,11,2018,9,11,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,1,0,186,2018,11,3,0,0,0,123.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,2,0,3,0,210,2018,8,17,0,0,0,108.3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,51,2018,3,7,0,0,0,75.95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,4,0,100,2017,7,6,0,0,0,93.6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,10,2018,1,14,0,0,0,89.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,3,0,59,2018,10,17,0,0,0,117.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,3,2018,8,22,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,72,2018,4,2,0,0,0,96.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,3,0,11,2018,5,30,0,0,0,121.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,0,2,0,41,2018,4,1,0,0,0,107.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,2018,2,17,0,0,0,86.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,15,2018,9,26,1,0,1,164.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,45,2018,11,28,1,0,4,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,47,2018,3,30,0,0,0,73.08,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,56,2017,9,17,0,0,0,82.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,301,2018,11,18,0,0,0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,99,2018,3,24,0,0,0,85.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,32,2017,11,20,0,0,0,73.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,10,2018,5,5,0,0,0,156.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,143,2018,8,25,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,130,2018,5,6,0,0,0,114.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,177,2018,6,3,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,6,2018,2,12,0,0,0,106.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,71,2018,5,1,0,0,0,132.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,1,0,1,2018,4,23,0,0,0,104.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,95,2018,5,19,0,0,0,140.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2,0,2,0,9,2018,1,29,0,0,0,77.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,23,2018,1,2,0,0,0,109.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,209,2018,7,2,0,0,0,66.53,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,32,2017,11,20,0,0,0,73.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,117,2018,2,29,0,0,0,76.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,2,0,1,2018,6,17,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,3,8,0,57,2018,8,29,0,0,0,123.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,1,3,0,20,2018,11,7,0,0,0,171.13,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,18,2018,1,2,0,0,0,54.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,96,2017,7,11,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,15,2018,2,18,0,0,0,86.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,151,2018,12,30,0,0,0,143.38,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,113,2018,4,15,0,0,0,96.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,60,2018,6,1,0,0,0,116.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,3,0,111,2018,4,26,0,0,0,105.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,15,2018,6,22,0,0,0,136.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,17,2018,11,18,0,0,0,65.1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,19,2017,12,5,0,0,0,69.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,52,2017,12,28,0,0,0,100.33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,81,2018,3,18,0,0,0,59.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,3,2018,7,21,0,0,0,67.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,2,0,102,2018,8,19,0,0,0,119.7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,97,2018,9,8,0,0,0,112.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,31,2018,9,16,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,0,0,3,2017,12,14,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,231,2018,12,2,0,0,0,78.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,107,2017,12,18,0,0,0,55.63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,1,2018,1,30,0,0,0,46.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,9,2018,3,31,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,2,1,0,93,2018,10,15,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,4,2018,11,2,1,0,4,88.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,3,0,73,2017,10,26,0,0,0,89.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,80,2018,11,18,0,0,0,126.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,1,4,0,160,2018,8,1,0,0,0,130.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,0,2017,8,11,0,0,0,99.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,99,2018,2,19,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,1,1,1,21,2017,12,28,0,0,0,125.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,19,2018,9,10,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,6,2018,8,21,0,0,0,145.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,35,2018,9,25,0,0,0,121.28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,1,3,2018,1,22,0,0,0,98.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,249,2018,10,22,0,0,0,89.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,128,2018,9,16,0,0,0,100.29,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,256,2018,6,15,0,0,0,90.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,82,2018,3,27,0,0,0,84.15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
